Ruc;Razón Social;Fecha Liquidación;Sector;Segmento;Provincia;Costo Contingente;Beneficiarios
0691727483001;COOPERATIVA DE AHORRO Y CREDITO WUIÑAY MARKA LTDA. EN LIQUIDACION;2016-12-29;COOP - SFPS;5;CHIMBORAZO;$1.930,89;78
1891742106001;COOPERATIVA DE AHORRO Y CREDITO NATIVA LTDA. EN LIQUIDACION;2016-12-05;COOP - SFPS;5;TUNGURAHUA;$63.170,51;732
0691727157001;COOPERATIVA DE AHORRO Y CREDITO CACHA LIMITADA EN LIQUIDACION;2016-11-01;COOP - SFPS;4;CHIMBORAZO;$371.398,47;6.410
0992182938001;COOPERATIVA DE AHORRO Y CREDITO DEL COLEGIO FISCAL EXPERIMENTAL VICENTE ROCAFUERTE  EN LIQUIDACION;2016-09-30;COOP - SFPS;5;GUAYAS;$3.899,72;6
1792103231001;COOPERATIVA DE AHORRO Y CREDITO COOPERARTE LTDA. EN LIQUIDACION;2016-08-03;COOP - SFPS;4;PICHINCHA;$334.662,57;3.614
1891706851001;COOPERATIVA DE AHORRO Y CREDITO INTERCULTURAL TAWANTINSUYU LTDA. EN LIQUIDACION;2016-07-04;COOP - SFPS;5;TUNGURAHUA;$97.910,16;2.777
0190341097001;COOPERATIVA DE AHORRO Y CREDITO CUMBEÑITA LTDA. EN LIQUIDACION;2016-06-30;COOP - SFPS;5;AZUAY;$82.208,81;652
0190368424001;COOPERATIVA DE AHORRO Y CREDITO MANOS CONSTRUYENDO DESARROLLO MACODES EN LIQUIDACION;2016-06-30;COOP - SFPS;5;AZUAY;$78.695,11;611
0591712349001;COOPERATIVA DE AHORRO Y CREDITO AYLLO KUNAPAK LLANKAY LTDA EN LIQUIDACION;2016-06-30;COOP - SFPS;5;COTOPAXI;$39.223,77;568
1291726352001;COOPERATIVA DE AHORRO Y CREDITO MOCACHE LTDA. EN LIQUIDACION;2016-06-30;COOP - SFPS;5;LOS RÍOS;$3.097,33;36
0391013241001;COOPERATIVA DE AHORRO Y CREDITO DEL MIGRANTE LTDA.  EN LIQUIDACION;2016-06-29;COOP - SFPS;5;CAÑAR;$85.257,72;1.351
0591714244001;COOPERATIVA DE AHORRO Y CREDITO KULLKI WINARI LTDA EN LIQUIDACION;2016-06-29;COOP - SFPS;5;COTOPAXI;$63.427,71;1.374
0591724207001;COOPERATIVA DE AHORRO Y CREDITO SIERRA ANDINA EN LIQUIDACION;2016-06-29;COOP - SFPS;5;COTOPAXI;$21.433,65;563
0591713981001;COOPERATIVA DE AHORRO Y CREDITO LOS CHASQUIS PASTOCALLE LTDA. EN LIQUIDACION;2016-06-21;COOP - SFPS;5;COTOPAXI;$55.662,85;99
1792063051001;COOPERATIVA DE AHORRO Y CREDITO COOPERARE EN LIQUIDACION;2016-06-21;COOP - SFPS;5;PICHINCHA;$53.692,23;83
1790062929001;SOCIEDAD FINANCIERA PROINCO EN LIQUIDACION;2016-06-13;BANCO - SFP;;PICHINCHA;$222.701,04;10
0291510973001;COOPERATIVA DE AHORRO Y CREDITO WIÑARIK KAWSAY EN LIQUIDACION;2016-05-30;COOP - SFPS;5;BOLÍVAR;$15.344,15;138
0591714163001;COOPERATIVA DE AHORRO Y CREDITO EL MIRADOR EN LIQUIDACION;2016-05-30;COOP - SFPS;5;COTOPAXI;$34.587,31;508
1891738206001;COOPERATIVA DE AHORRO Y CREDITO VALLE DEL SOL EN LIQUIDACION;2016-05-30;COOP - SFPS;5;TUNGURAHUA;$106.339,86;1.311
0691708489001;COOPERATIVA DE AHORRO Y CREDITO RUNA SAPI EN LIQUIDACION;2016-05-26;COOP - SFPS;5;CHIMBORAZO;$21.227,01;30
0591715232001;COOPERATIVA DE AHORRO Y CREDITO MUSHUK MUYU LTDA;2016-05-17;COOP - SFPS;5;COTOPAXI;$3.759,59;11
1891708013001;COOPERATIVA DE AHORRO Y CREDITO 15 DE DICIEMBRE LINDERO LTDA  EN LIQUIDACION;2016-05-16;COOP - SFPS;5;TUNGURAHUA;$14.458,24;461
0992164727001;COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DEL GUAYAS LTDA. EN LIQUIDACION;2016-04-05;COOP - SFPS;5;GUAYAS;$29.265,25;35
1090007641001;COOPERATIVA DE AHORRO Y CREDITO MAESTROS ASOCIADOS DE IMBABURA LTDA EN LIQUIDACION;2016-03-30;COOP - SFPS;4;IMBABURA;$672.108,72;906
0992174099001;COOPERATIVA DE AHORRO Y CREDITO DE EMPLEADOS JUDICIALES DEL GUAYAS ENLIQUIDACION;2016-03-24;COOP - SFPS;5;GUAYAS;$24.563,38;30
0291505783001;COOPERATIVA DE AHORRO Y CREDITO INTIÑAN LTDA EN LIQUIDACION;2016-03-16;COOP - SFPS;5;BOLÍVAR;$18.435,57;280
1891735207001;COOPERATIVA DE AHORRO Y CREDITO KURI WASI LTDA EN LIQUIDACION;2015-12-29;COOP - SFPS;5;TUNGURAHUA;$128.718,69;3.148
0691733610001;COOPERATIVA DE AHORRO Y CREDITO INTI LTDA.  EN LIQUIDACION;2015-12-07;COOP - SFPS;5;CHIMBORAZO;$27.247,01;36
1891707297001;COOPERATIVA DE AHORRO Y CREDITO NUEVA ESPERANZA Y DESARROLLO EN LIQUIDACION;2015-10-21;COOP - SFPS;5;TUNGURAHUA;$2.942,82;8
1792066972001;COOPERATIVA DE AHORRO Y CREDITO CAPITALIZA LTDA. EN LIQUIDACION;2015-03-31;COOP - SFPS;5;GUAYAS;$2.640,34;8
1191734978001;COOPERATIVA DE AHORRO Y CREDITO PROSPERAR LTDA. EN LIQUIDACION;2014-06-19;COOP - SFPS;N/D;LOJA;$19.676,64;601
1390100120001;COOPERATIVA DE AHORRO Y CREDITO ARCO IRIS LTDA. EN LIQUIDACION;2014-06-19;COOP - SFPS;N/D;MANABÍ;$39.583,66;123
0791753082001;COOPERATIVA DE AHORRO Y CREDITO PUKRO LTDA EN LIQUIDACION;2014-05-20;COOP - SFPS;N/D;EL ORO;$1.319,30;61
0691732886001;COOPERATIVA DE AHORRO Y CREDITO ACCION CHIMBORAZO LTDA EN LIQUIDACION;2014-01-27;COOP - SFPS;N/D;CHIMBORAZO;$37.705,93;46
0691723356001;COOPERATIVA DE AHORRO Y CREDITO SANTIAGO DE QUITO LTDA EN LIQUIDACION;2013-10-21;COOP - SFPS;N/D;CHIMBORAZO;$18.606,67;43
0591712470001;COOPERATIVA DE AHORRO Y CREDITO PILAHUIN ENLIQUIDACION;2023-11-13;COOP - SFPS;3;COTOPAXI;$2.141.842,89;6.876
1790976262001;COOPERATIVA DE AHORRO Y CREDITO JUAN DE SALINAS;2022-08-09;COOP - SFPS;3;PICHINCHA;$1.868.838,76;4.614
1791289609001;COOPERATIVA DE AHORRO Y CREDITO DEL DISTRITO METROPOLITANO DE QUITO AMAZONAS ENLIQUIDACION;2022-04-26;COOP - SFPS;3;PICHINCHA;$1.332.532,59;5.282
0890041388001;COOPERATIVA DE AHORRO Y CREDITO AFRO ECUATORIANA DE LA PEQUEÑA EMPRESA LTDA CACAEPE ENLIQUIDACION;2020-02-19;COOP - SFPS;5;ESMERALDAS;$12.303,00;19
0991502297001;COOPERATIVA DE AHORRO Y CREDITO DEL PERSONAL DE LA C.T.G. ENLIQUIDACION;2020-01-17;COOP - SFPS;5;GUAYAS;$31.343,95;35
0891713045001;COOPERATIVA DE AHORRO Y CREDITO ESMERALDAS SOLIDARIA LTDA. ENLIQUIDACION;2019-10-03;COOP - SFPS;5;ESMERALDAS;$10.571,07;60
0990622019001;"COOPERATIVA DE AHORRO Y CREDITO \ E.T.G.\"" LTDA."" ENLIQUIDACION";2019-01-24;COOP - SFPS;5;GUAYAS;$51.175,82;86
1792339146001;COOPERATIVA DE AHORRO Y CREDITO SISA ÑAN;2018-02-07;COOP - SFPS;5;PICHINCHA;$4.488,68;5
1791790723001;COOPERATIVA DE AHORRO Y CREDITO COLEGIO DE ARQUITECTOS DEL ECUADOR PROVINCIAL DE PICHINCHA LTDA. CAE P EN LIQUIDACION;2016-11-18;COOP - SFPS;5;PICHINCHA;$22.863,84;99
1891734677001;COOPERATIVA DE AHORRO Y CREDITO LUZ DE AMERICA LTDA  EN LIQUIDACION;2016-11-01;COOP - SFPS;5;TUNGURAHUA;$59.705,91;1.118
0190075958001;COOPERATIVA DE AHORRO Y CREDITO ARTESANAL DEL AZUAY EN LIQUIDACION;2016-10-26;COOP - SFPS;4;AZUAY;$185.945,72;4.765
1891721710001;COOPERATIVA DE AHORRO Y CREDITO LLANKAK RUNA LTDA. EN LIQUIDACION;2016-10-14;COOP - SFPS;5;TUNGURAHUA;$155.416,47;3.287
1891717896001;COOPERATIVA DE AHORRO Y CREDITO SALASACA EN LIQUIDACION;2016-07-29;COOP - SFPS;4;TUNGURAHUA;$178.816,09;4.573
0391008019001;COOPERATIVA DE AHORRO Y CREDITO WIÑARIY INTERCULTURAL PARA EL FOMENTO EN LIQUIDACION;2016-07-12;COOP - SFPS;4;CAÑAR;$222.516,06;2.777
1792128692001;COOPERATIVA DE AHORRO Y CREDITO INTI NAN LTDA. EN LIQUIDACION;2016-07-12;COOP - SFPS;4;PICHINCHA;$333.274,86;6.556
1891716466001;COOPERATIVA DE AHORRO Y CREDITO SAN MIGUEL DE ANGAHUANA ALTO EN LIQUIDACION;2016-06-29;COOP - SFPS;5;TUNGURAHUA;$23.166,78;27
1891718388001;COOPERATIVA DE AHORRO Y CREDITO INTERCULTURAL TARPUK RUNA LTDA. EN LIQUIDACION;2016-06-23;COOP - SFPS;4;TUNGURAHUA;$263.787,74;7.807
1891734545001;COOPERATIVA DE AHORRO Y CREDITO CREDI - LATINA EN LIQUIDACION;2016-04-28;COOP - SFPS;5;TUNGURAHUA;$38.143,47;42
1791981006001;COOPERATIVA DE AHORRO Y CREDITO SANTA FE EN LIQUIDACION;2016-04-05;COOP - SFPS;5;PICHINCHA;$77.616,44;737
1190079569001;COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE MACARA EN LIQUIDACION;2016-03-24;COOP - SFPS;4;LOJA;$365.302,13;8.612
1891723241001;COOPERATIVA DE AHORRO Y CREDITO PAKARYMUY - AMANECIENDO EN LIQUIDACION;2016-03-21;COOP - SFPS;3;TUNGURAHUA;$425.134,77;7.347
1891719430001;COOPERATIVA DE AHORRO Y CREDITO TUNGURAHUA LTDA. EN LIQUIDACION;2015-12-29;COOP - SFPS;4;TUNGURAHUA;$245.309,39;2.706
1891724124001;COOPERATIVA DE AHORRO Y CREDITO TRES ESQUINAS LIQUIDACION EN LIQUIDACION;2015-12-29;COOP - SFPS;5;TUNGURAHUA;$118.889,94;3.795
0691702405001;COOPERATIVA DE AHORRO Y CREDITO ACCION RURAL LTDA EN LIQUIDACION;2015-08-24;COOP - SFPS;2;CHIMBORAZO;$7.872.238,74;46.311
0790057813001;COOPERATIVA DE AHORRO Y CREDITO EMPLEADOS BANCARIOS DE EL ORO LTDA EN LIQUIDACION;2014-05-28;COOP - SFPS;N/D;EL ORO;$77.923,79;1.662
0190156478001;COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE UROCAL EN LIQUIDACION;2014-04-10;COOP - SFPS;N/D;AZUAY;$326.716,98;7.894
1792305209001;COOPERATIVA DE AHORRO Y CREDITO COFIPAB ENLIQUIDACION;2021-07-29;COOP - SFPS;5;COTOPAXI;$451.661,22;469
0591723413001;COOPERATIVA DE AHORRO Y CREDITO QUILOTOA ENLIQUIDACION;2019-03-18;COOP - SFPS;5;COTOPAXI;$351.471,82;779
1792427886001;COOPERATIVA DE AHORRO Y CREDITO RENOVADORA ECUATORIANA CON ACCION RESPONSABLE;2018-02-22;COOP - SFPS;4;PICHINCHA;$70.083,31;485
1891743838001;COOPERATIVA DE AHORRO Y CREDITO PRODUACTIVA LTDA.;2017-12-21;COOP - SFPS;4;TUNGURAHUA;$269.704,22;3.625
1891734561001;COOPERATIVA DE AHORRO Y CREDITO SAN FRANCISCO DE CHIBULEO;2017-08-25;COOP - SFPS;5;TUNGURAHUA;$101.998,63;182
0691730670001;COOPERATIVA DE AHORRO Y CREDITO PACIFICO;2017-08-02;COOP - SFPS;4;CHIMBORAZO;$335.624,27;6.347
1790525503001;COOPERATIVA DE AHORRO Y CREDITO EJERCITO NACIONAL EN LIQUIDACION;2015-01-21;COOP - SFPS;N/D;PICHINCHA;$4.673.173,41;8.589
1190080966001;COOPERATIVA DE AHORRO Y CREDITO NUEVOS HORIZONTES LOJA LTDA. EN LIQUIDACION;2014-05-09;COOP - SFPS;N/D;LOJA;$644.316,94;4.672
0190332314001;COOPERATIVA DE AHORRO Y CREDITO PRIMERO DE ENERO DEL AUSTRO EN LIQUIDACION;2013-06-20;COOP - SFPS;N/D;AZUAY;$375.376,18;7.561
1791905873001;COOPERATIVA DE AHORRO Y CREDITO DON BOSCO ENLIQUIDACION;2022-03-29;COOP - SFPS;4;PICHINCHA;$161.170,03;233
1791944038001;COOPERATIVA DE AHORRO Y CREDITO CHOCO TUNGURAHUA RUNA LTDA.;2017-12-07;COOP - SFPS;3;PICHINCHA;$3.419.394,60;17.450
1891742548001;COOPERATIVA DE AHORRO Y CREDITO ALLI KAWSAY;2017-06-23;COOP - SFPS;5;TUNGURAHUA;$44.363,36;57
1191715671001;COOPERATIVA DE AHORRO Y CREDITO DE PROFESIONALES DE LOJA EN LIQUIDACION;2016-03-21;COOP - SFPS;5;LOJA;$84.061,83;1.478
1091722425001;COOPERATIVA DE AHORRO Y CREDITO ESCENCIA INDIGENA LTDA EN LIQUIDACION;2017-05-29;COOP - SFPS;3;TUNGURAHUA;$4.788.030,00;20.695
1792201551001;COOPERATIVA DE AHORRO Y CREDITO ALANGASI LIMITADA ENLIQUIDACION;2022-06-02;COOP - SFPS;4;PICHINCHA;$269.078,80;417
